source,name,pharmacy,scraped_price,median_scraped_price,pct_from_median,nadac_description,nadac_ndc,nadac_per_unit,baseline_quantity,nadac_wholesale_total,retail_markup_vs_nadac,median_retail_markup,pct_markup_drift,nadac_lookup_status,flagged,flag_reasons
national,Ibuprofen,Walgreens,5.57,8.92,,IBUPROFEN 200 MG TABLET,70000030802,0.03382,30.0,1.0146,5.49,8.79,0.3756,ok_exact,yes,markup_drift>30%
national,Ibuprofen,Walmart,15.2,8.92,,IBUPROFEN 200 MG TABLET,70000030802,0.03382,30.0,1.0146,14.98,8.79,0.704,ok_exact,yes,markup_drift>30%
national,Ibuprofen,Target (CVS),20.23,8.92,,IBUPROFEN 200 MG TABLET,70000030802,0.03382,30.0,1.0146,19.94,8.79,1.2679,ok_exact,yes,markup_drift>30%
national,Ibuprofen,Costco,3.83,8.92,,IBUPROFEN 200 MG TABLET,70000030802,0.03382,30.0,1.0146,3.77,8.79,0.5706,ok_exact,yes,markup_drift>30%
national,Ibuprofen,Walmart Neighborhood Market,15.2,8.92,,IBUPROFEN 200 MG TABLET,70000030802,0.03382,30.0,1.0146,14.98,8.79,0.704,ok_exact,yes,markup_drift>30%
national,Ibuprofen,Publix,3.11,8.92,,IBUPROFEN 200 MG TABLET,70000030802,0.03382,30.0,1.0146,3.07,8.79,0.6513,ok_exact,yes,markup_drift>30%
national,Lansoprazole,Walmart,9.51,17.1,,LANSOPRAZOLE DR 15 MG CAPSULE,62756092383,0.27596,30.0,8.2788,1.15,2.07,0.444,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Lansoprazole,Walgreens,4.18,17.1,,LANSOPRAZOLE DR 15 MG CAPSULE,62756092383,0.27596,30.0,8.2788,0.5,2.07,0.7556,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Lansoprazole,Walmart Neighborhood Market,9.51,17.1,,LANSOPRAZOLE DR 15 MG CAPSULE,62756092383,0.27596,30.0,8.2788,1.15,2.07,0.444,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Lansoprazole,Publix,22.82,17.1,,LANSOPRAZOLE DR 15 MG CAPSULE,62756092383,0.27596,30.0,8.2788,2.76,2.07,0.3341,ok_starts_with,yes,markup_drift>30%
national,Loperamide,Walgreens,6.15,11.5,,LOPERAMIDE 2 MG CAPSULE,00093031101,0.29071,30.0,8.7213,0.71,1.32,0.4652,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Loperamide,Harris Teeter,22.4,11.5,,LOPERAMIDE 2 MG CAPSULE,00093031101,0.29071,30.0,8.7213,2.57,1.32,0.9478,ok_starts_with,yes,markup_drift>30%
national,Loperamide,Food Lion Pharmacy,17.7,11.5,,LOPERAMIDE 2 MG CAPSULE,00093031101,0.29071,30.0,8.7213,2.03,1.32,0.5391,ok_starts_with,yes,markup_drift>30%
national,Loperamide,"Community, a Walgreens Pharmacy",6.15,11.5,,LOPERAMIDE 2 MG CAPSULE,00093031101,0.29071,30.0,8.7213,0.71,1.32,0.4652,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Loratadine,Walgreens,2.0,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,1.16,4.27,0.729,ok_contains,yes,markup_drift>30%; below_wholesale_floor
national,Loratadine,Costco,4.97,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,2.88,4.27,0.3266,ok_contains,yes,markup_drift>30%
national,Loratadine,Harris Teeter,19.7,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,11.41,4.27,1.6694,ok_contains,yes,markup_drift>30%
national,Loratadine,Food Lion Pharmacy,21.58,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,12.49,4.27,1.9241,ok_contains,yes,markup_drift>30%
national,Loratadine,Publix,5.04,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,2.92,4.27,0.3171,ok_contains,yes,markup_drift>30%
national,Loratadine,"Community, a Walgreens Pharmacy",2.0,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,1.16,4.27,0.729,ok_contains,yes,markup_drift>30%; below_wholesale_floor
national,Loratadine,Kroger Pharmacy,19.7,7.38,,LORATADINE 10 MG TABLET,45802065087,0.05757,30.0,1.7271,11.41,4.27,1.6694,ok_contains,yes,markup_drift>30%
national,Losartan,CVS Pharmacy,14.63,9.0,,LOSARTAN POTASSIUM 50 MG TAB,59746033490,0.06054,30.0,1.8162,8.06,4.96,0.6256,ok_exact,yes,markup_drift>30%
national,Losartan,Walgreens,16.11,9.0,,LOSARTAN POTASSIUM 50 MG TAB,59746033490,0.06054,30.0,1.8162,8.87,4.96,0.79,ok_exact,yes,markup_drift>30%
national,Losartan,Target (CVS),14.63,9.0,,LOSARTAN POTASSIUM 50 MG TAB,59746033490,0.06054,30.0,1.8162,8.06,4.96,0.6256,ok_exact,yes,markup_drift>30%
national,Losartan,Sams Club,2.0,9.0,,LOSARTAN POTASSIUM 50 MG TAB,59746033490,0.06054,30.0,1.8162,1.1,4.96,0.7778,ok_exact,yes,markup_drift>30%; below_wholesale_floor
national,Losartan,Costco,21.99,9.0,,LOSARTAN POTASSIUM 50 MG TAB,59746033490,0.06054,30.0,1.8162,12.11,4.96,1.4433,ok_exact,yes,markup_drift>30%
national,Losartan,Publix,2.0,9.0,,LOSARTAN POTASSIUM 50 MG TAB,59746033490,0.06054,30.0,1.8162,1.1,4.96,0.7778,ok_exact,yes,markup_drift>30%; below_wholesale_floor
national,Meclizine,Walgreens,2.38,12.99,,MECLIZINE 25 MG TABLET,00904651761,0.115,30.0,3.45,0.69,3.77,0.8168,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Meclizine,Publix,3.13,12.99,,MECLIZINE 25 MG TABLET,00904651761,0.115,30.0,3.45,0.91,3.77,0.759,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Meclizine,"Community, a Walgreens Pharmacy",2.0,12.99,,MECLIZINE 25 MG TABLET,00904651761,0.115,30.0,3.45,0.58,3.77,0.846,ok_starts_with,yes,markup_drift>30%; below_wholesale_floor
national,Melatonin,Walgreens,4.27,11.0,0.6118,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Melatonin,Walmart,11.7,11.0,0.0636,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Melatonin,Walmart Neighborhood Market,11.18,11.0,0.0164,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Melatonin,Costco,5.7,11.0,0.4818,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Melatonin,Harris Teeter,11.0,11.0,0.0,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Melatonin,Food Lion Pharmacy,16.1,11.0,0.4636,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Melatonin,Publix,4.57,11.0,0.5845,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Melatonin,"Community, a Walgreens Pharmacy",4.27,11.0,0.6118,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Melatonin,Kroger Pharmacy,11.0,11.0,0.0,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Miconazole,Walmart,14.22,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,110.83,110.83,0.0,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Miconazole,Walgreens,6.28,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,48.95,110.83,0.5584,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Miconazole,Walmart Neighborhood Market,15.76,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,122.84,110.83,0.1083,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Miconazole,Costco,9.04,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,70.46,110.83,0.3643,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Miconazole,Harris Teeter,21.94,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,171.01,110.83,0.5429,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Miconazole,Food Lion Pharmacy,22.82,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,177.86,110.83,0.6048,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Miconazole,Publix,10.44,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,81.37,110.83,0.2658,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Miconazole,"Community, a Walgreens Pharmacy",6.07,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,47.31,110.83,0.5731,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Miconazole,Kroger Pharmacy,21.94,14.22,,SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.12832,1.0,0.1283,171.01,110.83,0.5429,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Minoxidil,Walmart,16.97,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,61.02,60.91,0.0018,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Minoxidil,Walgreens,2.0,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,7.19,60.91,0.8819,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Minoxidil,CVS Pharmacy,20.23,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,72.74,60.91,0.1942,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Minoxidil,Costco,3.66,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,13.16,60.91,0.7839,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Minoxidil,Walmart Neighborhood Market,16.97,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,61.02,60.91,0.0018,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Minoxidil,Target (CVS),20.23,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,72.74,60.91,0.1942,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Minoxidil,Harris Teeter,16.91,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,60.81,60.91,0.0018,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Minoxidil,Publix,2.0,16.94,,MINOXIDIL 5% SOLUTION,00472009473,0.27807,1.0,0.2781,7.19,60.91,0.8819,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Miralax,Walgreens,3.62,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,2.68,15.53,0.8272,ok_contains,yes,markup_drift>30%
national,Miralax,Food Lion Pharmacy,30.71,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,22.77,15.53,0.4662,ok_contains,yes,markup_drift>30%
national,Miralax,Publix,9.61,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,7.13,15.53,0.5412,ok_contains,yes,markup_drift>30%
national,Miralax,"Community, a Walgreens Pharmacy",3.62,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,2.68,15.53,0.8272,ok_contains,yes,markup_drift>30%
national,Miralax,Kroger Pharmacy,28.36,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,21.03,15.53,0.354,ok_contains,yes,markup_drift>30%
national,Naproxen,Costco,27.33,18.52,,NAPROXEN SODIUM 220 MG TABLET,49483060905,0.05948,30.0,1.7844,15.32,10.38,0.4757,ok_contains,yes,markup_drift>30%
national,Naproxen,Publix,6.02,18.52,,NAPROXEN SODIUM 220 MG TABLET,49483060905,0.05948,30.0,1.7844,3.37,10.38,0.6749,ok_contains,yes,markup_drift>30%
national,Nicotine,Walmart,75.7,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,43.41,34.09,0.2731,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Nicotine,Walgreens,13.6,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,7.8,34.09,0.7713,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Nicotine,Walmart Neighborhood Market,74.85,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,42.92,34.09,0.2588,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Nicotine,Costco,47.1,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,27.01,34.09,0.2079,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Nicotine,Harris Teeter,59.46,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,34.09,34.09,0.0,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Nicotine,Food Lion Pharmacy,64.38,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,36.92,34.09,0.0827,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Nicotine,Publix,47.96,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,27.5,34.09,0.1934,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Nicotine,"Community, a Walgreens Pharmacy",13.6,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,7.8,34.09,0.7713,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Nicotine,Kroger Pharmacy,59.46,59.46,,SM NICOTINE 21 MG/24HR PATCH,70677003201,1.74398,1.0,1.744,34.09,34.09,0.0,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Omega-3-Acid,CVS Pharmacy,35.68,30.46,0.1714,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Omega-3-Acid,Walgreens,71.74,30.46,1.3552,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Omega-3-Acid,Walmart,20.9,30.46,0.3139,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Omega-3-Acid,Walmart Neighborhood Market,20.9,30.46,0.3139,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Omega-3-Acid,Costco,27.0,30.46,0.1136,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Omega-3-Acid,Target (CVS),35.68,30.46,0.1714,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Omega-3-Acid,Harris Teeter,33.92,30.46,0.1136,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Omega-3-Acid,Publix,23.91,30.46,0.215,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Omeprazole,CVS Pharmacy,20.23,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,42.35,26.92,0.5731,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Omeprazole,Walgreens,18.33,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,38.37,26.92,0.4253,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Omeprazole,Walmart,5.17,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,10.82,26.92,0.598,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Omeprazole,Costco,16.16,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,33.83,26.92,0.2566,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Omeprazole,Target (CVS),20.23,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,42.35,26.92,0.5731,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Omeprazole,Harris Teeter,8.6,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,18.0,26.92,0.3313,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Omeprazole,Walmart Neighborhood Market,5.17,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,10.82,26.92,0.598,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Omeprazole,Publix,9.56,12.86,,OMEPRAZOLE DR 20 MG CAPSULE,60505395203,0.03412,14.0,0.4777,20.01,26.92,0.2566,ok_contains,yes,review_baseline_mapping
national,Pantoprazole,CVS Pharmacy,28.37,15.61,,PANTOPRAZOLE SOD DR 40 MG TAB,62175061746,0.057,30.0,1.71,16.59,9.13,0.8174,ok_starts_with,yes,markup_drift>30%
national,Pantoprazole,Walgreens,23.76,15.61,,PANTOPRAZOLE SOD DR 40 MG TAB,62175061746,0.057,30.0,1.71,13.89,9.13,0.5221,ok_starts_with,yes,markup_drift>30%
national,Pantoprazole,Target (CVS),28.37,15.61,,PANTOPRAZOLE SOD DR 40 MG TAB,62175061746,0.057,30.0,1.71,16.59,9.13,0.8174,ok_starts_with,yes,markup_drift>30%
national,Pantoprazole,Costco,23.99,15.61,,PANTOPRAZOLE SOD DR 40 MG TAB,62175061746,0.057,30.0,1.71,14.03,9.13,0.5368,ok_starts_with,yes,markup_drift>30%
national,Pantoprazole,Sams Club,9.87,15.61,,PANTOPRAZOLE SOD DR 40 MG TAB,62175061746,0.057,30.0,1.71,5.77,9.13,0.3677,ok_starts_with,yes,markup_drift>30%
national,Phenylephrine,Walmart,36.32,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,26.18,25.76,0.0165,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Phenylephrine,CVS Pharmacy,30.77,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,22.18,25.76,0.1388,ok_starts_with,yes,review_baseline_mapping
national,Phenylephrine,Walgreens,18.86,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,13.6,25.76,0.4722,ok_starts_with,yes,markup_drift>30%; review_baseline_mapping
national,Phenylephrine,Walmart Neighborhood Market,36.32,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,26.18,25.76,0.0165,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Phenylephrine,Costco,35.14,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,25.33,25.76,0.0165,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Phenylephrine,Target (CVS),30.77,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,22.18,25.76,0.1388,ok_starts_with,yes,review_baseline_mapping
national,Phenylephrine,Harris Teeter,36.67,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,26.43,25.76,0.0263,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Phenylephrine,Food Lion Pharmacy,36.67,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,26.43,25.76,0.0263,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Phenylephrine,Publix,29.17,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,21.03,25.76,0.1836,ok_starts_with,yes,review_baseline_mapping
national,Phenylephrine,Kroger Pharmacy,36.67,35.73,,PHENYLEPHRINE 10 MG TABLET,00536129136,0.04624,30.0,1.3872,26.43,25.76,0.0263,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Plan B,Walgreens,12.27,18.71,,LEVONORGESTREL 1.5 MG TABLET,70700016406,9.00179,1.0,9.0018,1.36,2.08,0.3442,ok_contains,yes,markup_drift>30%
national,Plan B,Food Lion Pharmacy,44.7,18.71,,LEVONORGESTREL 1.5 MG TABLET,70700016406,9.00179,1.0,9.0018,4.97,2.08,1.3891,ok_contains,yes,markup_drift>30%
national,Plan B,"Community, a Walgreens Pharmacy",12.27,18.71,,LEVONORGESTREL 1.5 MG TABLET,70700016406,9.00179,1.0,9.0018,1.36,2.08,0.3442,ok_contains,yes,markup_drift>30%
national,Polyethylene,Walgreens,3.62,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,2.68,15.53,0.8272,ok_contains,yes,markup_drift>30%
national,Polyethylene,Food Lion Pharmacy,30.71,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,22.77,15.53,0.4662,ok_contains,yes,markup_drift>30%
national,Polyethylene,Publix,9.61,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,7.13,15.53,0.5412,ok_contains,yes,markup_drift>30%
national,Polyethylene,"Community, a Walgreens Pharmacy",3.62,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,2.68,15.53,0.8272,ok_contains,yes,markup_drift>30%
national,Polyethylene,Kroger Pharmacy,28.36,20.95,,POLYETHYLENE GLYCOL 3350 POWD,00904693126,1.34868,1.0,1.3487,21.03,15.53,0.354,ok_contains,yes,markup_drift>30%
national,Pseudoephedrine,Walgreens,4.53,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,2.99,7.89,0.6212,ok_starts_with,yes,markup_drift>30%
national,Pseudoephedrine,Costco,5.96,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,3.93,7.89,0.5017,ok_starts_with,yes,markup_drift>30%
national,Pseudoephedrine,Harris Teeter,19.47,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,12.84,7.89,0.6279,ok_starts_with,yes,markup_drift>30%
national,Pseudoephedrine,Food Lion Pharmacy,16.06,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,10.59,7.89,0.3428,ok_starts_with,yes,markup_drift>30%
national,Pseudoephedrine,Publix,3.95,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,2.61,7.89,0.6697,ok_starts_with,yes,markup_drift>30%
national,Pseudoephedrine,"Community, a Walgreens Pharmacy",3.86,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,2.55,7.89,0.6773,ok_starts_with,yes,markup_drift>30%
national,Pseudoephedrine,Kroger Pharmacy,19.47,11.96,,PSEUDOEPHEDRINE 30 MG TABLET,45802043262,0.05054,30.0,1.5162,12.84,7.89,0.6279,ok_starts_with,yes,markup_drift>30%
national,Sertraline,CVS Pharmacy,19.87,12.32,,SERTRALINE HCL 50 MG TABLET,71093013005,0.04333,30.0,1.2999,15.29,9.48,0.6128,ok_contains,yes,markup_drift>30%
national,Sertraline,Target (CVS),19.87,12.32,,SERTRALINE HCL 50 MG TABLET,71093013005,0.04333,30.0,1.2999,15.29,9.48,0.6128,ok_contains,yes,markup_drift>30%
national,Sertraline,Costco,18.99,12.32,,SERTRALINE HCL 50 MG TABLET,71093013005,0.04333,30.0,1.2999,14.61,9.48,0.5414,ok_contains,yes,markup_drift>30%
national,Sertraline,Sams Club,4.84,12.32,,SERTRALINE HCL 50 MG TABLET,71093013005,0.04333,30.0,1.2999,3.72,9.48,0.6071,ok_contains,yes,markup_drift>30%
national,Sertraline,Publix,5.1,12.32,,SERTRALINE HCL 50 MG TABLET,71093013005,0.04333,30.0,1.2999,3.92,9.48,0.586,ok_contains,yes,markup_drift>30%
national,Sildenafil,Walmart,4.6,14.5,,SILDENAFIL 50 MG TABLET,75834024030,0.18431,30.0,5.5293,0.83,2.62,0.6829,ok_contains,yes,markup_drift>30%; below_wholesale_floor
national,Sildenafil,Walmart Neighborhood Market,4.6,14.5,,SILDENAFIL 50 MG TABLET,75834024030,0.18431,30.0,5.5293,0.83,2.62,0.6829,ok_contains,yes,markup_drift>30%; below_wholesale_floor
national,Simethicone,Walgreens,2.0,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,2.47,13.18,0.8129,ok_contains,yes,markup_drift>30%
national,Simethicone,Costco,4.85,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,5.98,13.18,0.5463,ok_contains,yes,markup_drift>30%
national,Simethicone,Harris Teeter,18.98,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,23.4,13.18,0.7755,ok_contains,yes,markup_drift>30%
national,Simethicone,Food Lion Pharmacy,14.89,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,18.36,13.18,0.3929,ok_contains,yes,markup_drift>30%
national,Simethicone,Publix,7.48,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,9.22,13.18,0.3003,ok_contains,yes,markup_drift>30%
national,Simethicone,"Community, a Walgreens Pharmacy",2.0,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,2.47,13.18,0.8129,ok_contains,yes,markup_drift>30%
national,Simethicone,Kroger Pharmacy,18.98,10.69,,SIMETHICONE 80 MG TAB CHEW,51645086001,0.02704,30.0,0.8112,23.4,13.18,0.7755,ok_contains,yes,markup_drift>30%
national,Terbinafine,Walmart,10.75,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,36.35,58.23,0.3757,ok_starts_with,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Terbinafine,Walgreens,16.05,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,54.28,58.23,0.0679,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Terbinafine,CVS Pharmacy,17.22,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,58.23,58.23,0.0,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Terbinafine,Walmart Neighborhood Market,10.75,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,36.35,58.23,0.3757,ok_starts_with,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Terbinafine,Costco,19.99,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,67.6,58.23,0.1609,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Terbinafine,Target (CVS),17.22,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,58.23,58.23,0.0,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Terbinafine,Harris Teeter,18.5,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,62.56,58.23,0.0743,ok_starts_with,yes,above_retail_ceiling; review_baseline_mapping
national,Terbinafine,Publix,39.25,17.22,,TERBINAFINE 1% CREAM,51672208002,0.29566,1.0,0.2957,132.74,58.23,1.2793,ok_starts_with,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
